id,host_id,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_365,number_of_reviews,availability_eoy,estimated_occupancy_l365d,review_scores_rating,review_scores_communication,review_scores_location,instant_bookable,calculated_host_listings_count,amenities_number,number_of_private_bathrooms,number_of_shared_bathrooms,estimated_response_time_hours,host_response_time:a few days or more,host_response_time:within a day,host_response_time:within a few hours,host_response_time:within an hour,neighbourhood_cleansed:Ang Mo Kio,neighbourhood_cleansed:Bedok,neighbourhood_cleansed:Bishan,neighbourhood_cleansed:Bukit Batok,neighbourhood_cleansed:Bukit Merah,neighbourhood_cleansed:Bukit Panjang,neighbourhood_cleansed:Bukit Timah,neighbourhood_cleansed:Central Water Catchment,neighbourhood_cleansed:Changi,neighbourhood_cleansed:Choa Chu Kang,neighbourhood_cleansed:Clementi,neighbourhood_cleansed:Downtown Core,neighbourhood_cleansed:Geylang,neighbourhood_cleansed:Hougang,neighbourhood_cleansed:Jurong East,neighbourhood_cleansed:Jurong West,neighbourhood_cleansed:Kallang,neighbourhood_cleansed:Marina South,neighbourhood_cleansed:Marine Parade,neighbourhood_cleansed:Museum,neighbourhood_cleansed:Newton,neighbourhood_cleansed:Novena,neighbourhood_cleansed:Orchard,neighbourhood_cleansed:Outram,neighbourhood_cleansed:Pasir Ris,neighbourhood_cleansed:Punggol,neighbourhood_cleansed:Queenstown,neighbourhood_cleansed:River Valley,neighbourhood_cleansed:Rochor,neighbourhood_cleansed:Sembawang,neighbourhood_cleansed:Sengkang,neighbourhood_cleansed:Serangoon,neighbourhood_cleansed:Singapore River,neighbourhood_cleansed:Southern Islands,neighbourhood_cleansed:Tampines,neighbourhood_cleansed:Tanglin,neighbourhood_cleansed:Toa Payoh,neighbourhood_cleansed:Western Water Catchment,neighbourhood_cleansed:Woodlands,neighbourhood_cleansed:Yishun,neighbourhood_group_cleansed:Central Region,neighbourhood_group_cleansed:East Region,neighbourhood_group_cleansed:North Region,neighbourhood_group_cleansed:North-East Region,neighbourhood_group_cleansed:West Region,property_type:Boat,property_type:Entire condo,property_type:Entire guest suite,property_type:Entire guesthouse,property_type:Entire home,property_type:Entire loft,property_type:Entire rental unit,property_type:Entire serviced apartment,property_type:Entire townhouse,property_type:Private room,property_type:Private room in barn,property_type:Private room in bed and breakfast,property_type:Private room in bungalow,property_type:Private room in casa particular,property_type:Private room in castle,property_type:Private room in condo,property_type:Private room in earthen home,property_type:Private room in guest suite,property_type:Private room in guesthouse,property_type:Private room in home,property_type:Private room in hostel,property_type:Private room in loft,property_type:Private room in rental unit,property_type:Private room in serviced apartment,property_type:Private room in townhouse,property_type:Private room in train,property_type:Private room in vacation home,property_type:Private room in villa,property_type:Room in aparthotel,property_type:Room in boutique hotel,property_type:Room in hostel,property_type:Room in hotel,property_type:Room in serviced apartment,property_type:Shared room in bed and breakfast,property_type:Shared room in boutique hotel,property_type:Shared room in dome,property_type:Shared room in guesthouse,property_type:Shared room in hostel,property_type:Shared room in hotel,property_type:Shared room in rental unit,property_type:Tiny home,room_type:Entire home/apt,room_type:Hotel room,room_type:Private room,room_type:Shared room
38530815,2413412,0.89,0.67,False,182,True,True,1.28513,103.84156,1,2.0,1.0,1.0,67.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,362,1,92,0,3.0,5.0,5.0,True,91,27,0.0,2.0,12.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
38639800,2413412,0.89,0.67,False,182,True,True,1.28352,103.8432,1,0.5,1.0,1.0,75.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,362,1,92,0,5.0,5.0,5.0,True,91,28,0.0,0.5,12.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
38824582,45661681,0.0,0.7049006010171058,False,11,True,True,1.28008,103.85375,7,2.0,2.0,2.0,441.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,365,0,95,0,3.6953225806451617,2.5,4.8906451612903235,False,9,30,2.0,0.0,48.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
38824684,45661681,0.0,0.7049006010171058,False,11,True,True,1.28044,103.85132,7,2.0,2.0,2.0,441.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,179,0,94,0,3.6953225806451617,2.5,4.8906451612903235,False,9,31,2.0,0.0,48.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
38835146,156409670,0.33,0.11,False,545,True,True,1.3124,103.82537,4,2.0,2.0,4.0,650.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,364,0,94,0,3.7303333333333333,2.83,4.6306666666666665,False,120,35,2.0,0.0,48.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
38837741,138649185,0.74,0.12,False,885,True,True,1.31405,103.82495,4,2.0,2.0,4.0,663.0,6,1125,6.0,6.0,1125.0,1125.0,6.0,1125.0,358,0,88,0,4.185333333333333,3.74,4.6306666666666665,False,219,52,2.0,0.0,24.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
38910295,201775246,0.25,0.5,False,73,True,True,1.31068,103.86118,1,3.0,1.0,1.0,47.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,362,1,92,0,3.0,5.0,4.0,True,44,28,0.0,3.0,48.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
38914093,292133113,0.98,1.0,False,43,True,True,1.3045,103.85812,2,1.0,1.0,2.0,330.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,64,34,64,48,4.5,4.74,4.76,True,17,17,1.0,0.0,1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
38916143,292133113,0.98,1.0,False,43,True,True,1.30342,103.85841,2,1.0,1.0,2.0,366.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,58,161,58,210,4.49,4.68,4.7,True,17,14,1.0,0.0,1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
38935611,8948251,0.6,1.0,False,126,True,True,1.3119,103.86136,1,3.0,1.0,1.0,47.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,362,3,92,0,5.0,4.67,5.0,True,73,28,0.0,3.0,24.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
38939902,292133113,0.98,1.0,False,43,True,True,1.30488,103.85845,2,1.0,1.0,1.0,356.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,62,66,62,6,4.23,4.68,4.74,True,17,20,1.0,0.0,1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
38951604,20715591,0.7979322638146167,0.7049006010171058,False,2,True,False,1.29149,103.84976,6,2.0,2.0,2.0,259.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,365,3,95,0,5.0,5.0,5.0,False,2,37,2.0,0.0,14.3373440285205,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
38965851,20715591,0.7979322638146167,0.7049006010171058,False,2,True,False,1.28956,103.85074,5,1.0,1.0,1.0,110.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,365,6,95,0,4.67,4.67,5.0,False,2,33,1.0,0.0,14.3373440285205,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
38986386,292133113,0.98,1.0,False,43,True,True,1.30329,103.85847,2,1.0,1.0,1.0,705.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,75,10,75,12,4.5,4.5,4.7,True,17,19,1.0,0.0,1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
38986709,292133113,0.98,1.0,False,43,True,True,1.30442,103.85835,2,1.0,1.0,1.0,348.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,60,25,60,12,4.44,4.64,4.56,True,17,16,1.0,0.0,1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
38987390,292133113,0.98,1.0,False,43,True,True,1.30303,103.85958,2,1.0,1.0,2.0,415.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,69,15,69,6,4.0,4.53,4.6,True,17,18,1.0,0.0,1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
39014250,292133113,0.98,1.0,False,43,True,True,1.30456,103.85851,2,1.0,1.0,1.0,549.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,67,23,67,48,4.48,4.43,4.74,True,17,17,1.0,0.0,1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
39014610,292133113,0.98,1.0,False,43,True,True,1.30457,103.86025,4,1.0,1.0,3.0,547.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,69,33,69,60,4.7,4.67,4.67,True,17,22,1.0,0.0,1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
39115031,201775246,0.25,0.5,False,73,True,True,1.31158,103.8609,1,3.0,1.0,1.0,47.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,362,1,92,0,5.0,5.0,5.0,True,44,28,0.0,3.0,48.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
39158146,129356836,0.0,0.0,False,3,True,True,1.33358,103.73832,1,1.0,1.0,2.0,66.0,92,365,92.0,92.0,365.0,365.0,92.0,365.0,256,4,83,0,4.5,4.5,4.5,False,1,6,1.0,0.0,48.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
39212348,138649185,0.74,0.12,False,885,True,True,1.32204,103.85153,4,2.0,2.0,3.0,641.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,364,0,94,0,4.221148648648649,3.74,4.702297297297298,False,219,53,2.0,0.0,24.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
39214180,156409670,0.33,0.11,False,545,True,True,1.31989,103.85361,4,2.0,2.0,3.0,435.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,364,0,94,0,3.766148648648649,2.83,4.702297297297298,False,120,40,2.0,0.0,48.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
39293936,263039672,0.0,0.7049006010171058,False,1,True,True,1.35789,103.82738,2,3.0,2.0,2.0,99.0,93,1125,93.0,93.0,1125.0,1125.0,93.0,1125.0,225,8,45,0,5.0,5.0,5.0,True,1,34,3.0,0.0,48.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
39338786,287240181,0.93,0.99,False,5,True,True,1.2747798622027278,103.84089969647658,2,1.0,1.0,1.0,317.0,6,30,6.0,6.0,1125.0,1125.0,6.0,1125.0,362,58,92,84,4.52,4.64,4.6,True,5,44,1.0,0.0,1.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
39345579,97878860,1.0,1.0,False,101,True,True,1.3097,103.86076,1,3.0,1.0,1.0,49.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,362,0,92,0,4.876472602739726,5.0,4.752945205479452,False,59,28,0.0,3.0,1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
39380253,2413412,0.89,0.67,False,182,True,True,1.30959,103.86141,1,3.0,1.0,1.0,47.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,362,1,92,0,5.0,5.0,5.0,True,91,28,0.0,3.0,12.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
39403510,138649185,0.74,0.12,False,885,True,True,1.31055,103.83819,4,2.0,2.0,2.0,370.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,364,0,94,0,4.29225,3.74,4.8445,False,219,35,2.0,0.0,24.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
39404193,156409670,0.33,0.11,False,545,True,True,1.30859,103.84014,4,2.0,2.0,2.0,395.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,364,0,94,0,3.83725,2.83,4.8445,False,120,41,2.0,0.0,48.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
39404728,138649185,0.74,0.12,False,885,True,True,1.31047,103.83981,6,2.0,3.0,4.0,481.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,364,0,94,0,4.29225,3.74,4.8445,False,219,37,2.0,0.0,24.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
39404880,138649185,0.74,0.12,False,885,True,True,1.30819,103.83488,5,2.0,2.0,2.0,525.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,364,0,94,0,4.3344000000000005,3.74,4.9288,False,219,41,2.0,0.0,24.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
39405623,138649185,0.74,0.12,False,885,True,True,1.30644,103.83257,7,2.0,3.0,4.0,700.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,364,0,94,0,4.3344000000000005,3.74,4.9288,False,219,39,2.0,0.0,24.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
39406103,156409670,0.33,0.11,False,545,True,True,1.30596,103.83483,4,2.0,2.0,2.0,375.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,364,0,94,0,3.83725,2.83,4.8445,False,120,39,2.0,0.0,48.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
39406586,156409670,0.33,0.11,False,545,True,True,1.30818,103.83461,6,2.0,3.0,4.0,510.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,364,0,94,0,3.8794,2.83,4.9288,False,120,39,2.0,0.0,48.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
39451138,41383223,0.7979322638146167,0.67,False,1,True,True,1.31456,103.80414,1,1.0,1.0,1.0,129.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,136,4,0,255,5.0,5.0,4.75,False,1,35,1.0,0.0,14.3373440285205,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
39451764,2413412,0.89,0.67,False,182,True,True,1.30953,103.86042,1,3.0,1.0,1.0,47.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,362,1,92,0,5.0,5.0,5.0,True,91,28,0.0,3.0,12.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
39488084,8948251,0.6,1.0,False,126,True,True,1.30973,103.86054,1,3.0,1.0,1.0,57.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,362,2,92,0,4.0,2.5,5.0,True,73,28,0.0,3.0,24.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
39589304,292133113,0.98,1.0,False,43,True,True,1.30507,103.85975,3,1.0,1.0,3.0,539.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,70,88,70,102,4.75,4.82,4.85,True,17,20,1.0,0.0,1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
39612598,8948251,0.6,1.0,False,126,True,True,1.3147,103.88163,1,3.0,1.0,1.0,45.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,362,1,92,0,5.0,5.0,5.0,True,73,28,0.0,3.0,24.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
39638066,2413412,0.89,0.67,False,182,True,True,1.30968,103.86086,1,3.0,1.0,1.0,47.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,362,4,92,0,4.5,4.5,4.0,True,91,28,0.0,3.0,12.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
